,count,mean,std,min,q25,median,q75,max,skewness,kurtosis,cv,range,iqr,mean_pass,mean_fail,std_pass,std_fail
F036,1567.0,0.14632843344271057,0.9097719565257999,-1.526727102219442,-0.44076273835574725,0.0,0.5592372616442527,3.559237261644253,1.3355125963116907,3.0364334672725635,6.217328615602037,5.085964363863695,1.0,0.156988780456625,-0.0036339481087973666,0.9105947277514748,0.8888983664847275
F037,1567.0,-0.11826417565909875,0.8463100004917851,-3.5563380281690233,-0.5563380281690122,0.0,0.4436619718309769,1.719534598897697,-1.617225913285929,4.807812419301181,7.15609774276998,5.27587262706672,0.9999999999999891,-0.12220085648067716,-0.06288567525554868,0.8464634008873593,0.8462812186962351
F038,1567.0,-0.03481472533205906,0.9891678976137284,-3.6323092170466,-0.6323092170465765,0.0,0.36769078295339996,3.3676907829534,0.17664031754624807,2.590143048589625,28.412342425532312,7.0,0.9999999999999765,-0.04578772817259759,0.11954588193436264,0.9923926701977266,0.9335319802450321
F039,1567.0,0.037922868909521935,1.0273599686775365,-3.571563310539981,-0.571563310539981,0.0,0.42843668946001895,3.428436689460019,1.1492454019976348,3.330177445685149,27.090776573406586,7.0,1.0,0.02114211382134145,0.2739829140442148,0.9856735474670566,1.482083456868628
F040,1567.0,0.1507936968370888,1.0623670472822175,-3.4136363636363645,-0.41363636363636425,0.0,0.5863636363636358,3.5863636363636355,0.6131213326464463,2.4551161961662045,7.045168793911255,7.0,1.0,0.15284255502983843,0.1219717782217747,1.0693903375757654,0.9623764198972097
F041,1567.0,-0.6192266725140761,1.4766080880614616,-3.653671804170445,-0.6536718041704461,0.0,0.3463281958295551,1.4197642792384402,-1.2830116369594284,0.04464894694357513,2.384600266109356,5.073436083408885,1.0000000000000013,-0.5902934208512307,-1.0262396261942963,1.4624231259172145,1.6168294518796877
F042,1567.0,0.18598843962481593,1.1595477208992346,-3.460431654676259,-0.46043165467625885,0.0,0.5395683453237412,3.5395683453237408,0.6994934589853029,1.2780093204940508,6.234515022719105,7.0,1.0,0.173750186453708,0.35814771259915157,1.1453796352535708,1.3375655569258342
F044,1567.0,0.1824844433995027,0.6250476164720189,-1.0987468671679215,-0.2925012531328299,0.0,0.7074987468671702,2.3641904761904864,0.5553797599633591,-0.5318697080709502,3.4252104169790125,3.4629373433584076,1.0,0.18586410660965674,0.13494168112589341,0.628605606851518,0.5733412244093938
F045,1567.0,-0.016321065815037904,0.7676357632534284,-2.514096916299558,-0.48127753303965215,0.0,0.5187224669603478,3.518722466960348,-0.25832328042850244,0.5468078796467712,47.03343347216398,6.0328193832599055,1.0,-0.011611979488171486,-0.08256523212470707,0.7727842858223746,0.6911348690117635
F046,1567.0,0.031463194371320925,0.6906967025396337,-2.4239426081598516,-0.49761454161348495,0.0,0.502385458386515,3.502385458386516,0.37469267352184815,0.5683477562540449,21.95252949736278,5.926328066546368,1.0,0.029913835165874075,0.05325850704025084,0.6872061372218656,0.7412482799490144
F047,1567.0,0.013072259525612154,0.7147563613921255,-1.9745741313806897,-0.5297212549692007,0.0,0.47027874503079925,3.30663127792882,0.338638558426298,0.022770452588278367,54.67733867561639,5.28120540930951,1.0,0.014825041126151,-0.01158465856658389,0.7173364656781659,0.6802443459229427
F048,1567.0,-0.20443968218377895,0.5337244198199532,-2.122466216216216,-0.7477477477477474,0.0,0.25225225225225256,0.73338963963964,-0.37424231429750504,-1.2857810455826388,2.610669387255046,2.8558558558558556,1.0,-0.2084410965989911,-0.14815055440055416,0.5356951939030006,0.5042671233709607
F049,1567.0,-0.005776023011009457,0.7209621025803497,-2.2669601697213384,-0.49129859150436395,0.0,0.5087014084956406,3.5087014084956385,-0.03392317032302666,0.07936475582758584,124.81981132715909,5.775661578216977,1.0000000000000044,-0.002822673976678582,-0.04732169259972158,0.7187628580739585,0.7535975386210474
F051,1567.0,0.07277316569069457,0.708427932680056,-1.9648346243698442,-0.44543218984384975,0.0,0.5545678101561502,2.982015656379345,0.39020761925158826,-0.1275174116546034,9.734741177556154,4.94685028074919,1.0,0.07561657572723415,0.032774041811295944,0.7137252084192587,0.6309358244937957
F052,1567.0,-0.2832136352616641,0.665998338320267,-1.5630881479429268,-0.7410659982524619,0.0,0.2589340017475381,0.822501383877513,-0.5078828953212026,-1.1031203236356877,2.3515758261518465,2.3855895318204396,1.0,-0.2843184959888997,-0.26767121945449524,0.6631057843175432,0.7086384588622736
F056,1567.0,0.059046787357673054,0.6793369628386161,-1.394736842105263,-0.47368421052631576,0.0,0.5263157894736842,2.1578947368421053,0.36925799269704923,-0.32444838713963,11.505062226536735,3.552631578947368,1.0,0.06024031370291758,0.04225708502024292,0.6702591796100003,0.7997325134168545
F060,1567.0,0.27146336674234633,1.2456474526248227,-3.454164416465827,-0.45416441646582784,0.0,0.5458355835341722,3.5458355835341724,1.2039707531775257,1.5105420605365447,4.588639224394921,7.0,1.0,0.21127070089503008,1.1182121180368039,1.2028793794164347,1.5092021919830434
F061,1567.0,0.15093523008525914,0.6645146033626789,-3.2073252799382206,-0.3508687737878542,0.0,0.6491312262121458,2.215135969992825,0.3174758816374257,0.2921938034785283,4.402647433491242,5.422461249931045,1.0,0.15415156970849742,0.10568999096220504,0.6674861423200072,0.6224717218624868
F062,1567.0,-0.04457137470060139,0.8864145512674672,-3.1681818181818184,-0.4962662337662338,0.0,0.5037337662337662,3.503733766233769,-0.32173567523421276,1.2697124511165017,19.887529994349027,6.671915584415587,1.0,-0.046921465410869626,-0.011511925574424273,0.8709730411614625,1.0850624622432226
F063,1567.0,0.017306619499470908,0.8121561568086637,-3.471553303143015,-0.47155330314301547,0.0,0.5284466968569853,3.528446696856985,-0.10539135075151519,1.9236207944524493,46.92748672186184,7.0,1.0000000000000009,0.02273053133015849,-0.05899321711875865,0.7920296665260517,1.0573492847176689
F064,1567.0,0.09708199460589065,0.8670435254456429,-1.9508738860792516,-0.4825517305216389,0.0,0.5174482694783613,3.5174482694783613,1.1241901770673117,2.31312230328329,8.931043588015672,5.468322155557613,1.0000000000000002,0.07852270418642851,0.3581612434873626,0.8400378034765802,1.1574591403447676
F065,1567.0,0.09179448167250659,0.8976457967197444,-2.4958290029155608,-0.4865396819557241,0.0,0.5134603180442758,3.513460318044276,0.9551261836294722,1.9532660180810568,9.778864484604632,6.009289320959837,1.0,0.07324771309023498,0.35269758201734613,0.8517567595375606,1.3709337677418043
F066,1567.0,0.10370153566430035,0.8914299860729945,-3.2023898104783988,-0.46749390875534336,0.0,0.5325060912446562,3.5325060912446564,0.9740133466923033,2.1670278347711474,8.596111719599891,6.734895901723055,0.9999999999999996,0.08749908489595602,0.33162639599206745,0.8530791347483702,1.302235858982156
F067,1567.0,0.013228856908577084,0.7260766508922764,-3.4880441098451356,-0.4880441098451318,0.0,0.5119558901548646,3.5119558901548644,-0.11732471349711891,0.8946782103242357,54.88581937617227,7.0,0.9999999999999964,0.020867876560513803,-0.0942315830028019,0.7232387933169216,0.7603925607689279
F068,1567.0,0.08931952058762438,0.9849665648489053,-3.2541786743515853,-0.50028818443804,0.0,0.4997118155619597,3.4997118155619598,0.8444991025086069,3.1064054470667495,11.027450196305121,6.753890489913545,0.9999999999999998,0.07445007593650123,0.29849257370871235,0.9671082462565753,1.1946042989972379
F069,1567.0,-0.022311429656721112,0.7940727933978787,-3.500764039220681,-0.5007640392206811,0.0,0.49923596077932175,3.499235960779319,-0.2844387932996327,1.0144598646174146,35.59040391313881,7.0,1.0000000000000029,-0.015347471743618784,-0.12027556837661232,0.789019911955274,0.8601373309917194
F071,1567.0,0.0018605465384625977,0.7446392761440512,-3.0054493604766153,-0.5049310460271301,0.0,0.4950689539728699,3.49506895397287,0.010054348655632107,0.31983914993838036,400.226095047928,6.500518314449485,1.0,0.012245102532870191,-0.14422219788286722,0.7402974678666536,0.792657677633612
F072,1567.0,0.04635927588170414,1.0755207387211954,-2.90244460492353,-0.5375127807291628,0.0,0.46248721927083725,3.462487219270837,0.940882783317516,2.1574029404898782,23.19968805040059,6.364931824194366,1.0,0.047859130089504306,0.02526036524697684,1.0614459625666641,1.2627021829953586
F075,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F084,1567.0,-0.02185873106505933,0.7341298483570807,-2.335419630156474,-0.5165718349928888,0.0,0.4834281650071125,2.166287339971551,-0.08024896401064495,-0.0091961219460579,33.58519971440543,4.501706970128025,1.0000000000000013,-0.017059200438702196,-0.08937520516467928,0.7314464756329866,0.7714080989773452
F089,1567.0,-0.022963552853537655,0.8278761536421996,-2.8225183105677214,-0.49344049240171567,0.0,0.5065595075982843,3.5065595075982845,-0.3351004522271322,0.5714257043909883,36.05174507996959,6.329077818166006,1.0,-0.028965285364309635,0.061464665062418176,0.8271874926498081,0.8369601727542335
F091,1567.0,0.008559991157293915,0.7906142571976432,-2.830122671422907,-0.5163099484740398,0.0,0.48369005152596023,3.48369005152596,0.34181591408733736,1.0147216260030065,92.36157404574,6.313812722948867,1.0,0.019935898550830375,-0.15146839842678156,0.8003076358820823,0.6201205753006619
F097,1567.0,0.055063320365697915,0.9306661317173524,-3.4386714116251484,-0.43867141162514833,0.0,0.5613285883748518,3.5613285883748516,0.09771394268004803,2.329779841222413,16.901743765532448,7.0,1.0,0.05716945226216626,0.025435714937494296,0.9378412914640909,0.8266197599793406
F099,1567.0,-0.03865556244817181,0.9370548439600055,-3.5362656211712813,-0.5362656211712815,0.0,0.46373437882871843,3.463734378828718,0.03823697795776556,2.249416116026821,24.241138521581174,6.999999999999999,1.0,-0.03248143414382339,-0.12550892503722694,0.9469375687201704,0.7836820277547103
F116,1567.0,-0.06225746797367239,0.8774225116201899,-3.535132987857532,-0.535132987857532,0.0,0.46486701214246695,3.114669689206284,-0.26617598530367864,1.0695935740241245,14.093449993455296,6.649802677063816,0.999999999999999,-0.05203528495776227,-0.20605606174556193,0.8794123404466936,0.839858159114972
F118,1567.0,-0.0684995437439264,0.910006912985811,-3.4939425406715174,-0.49394254067151755,0.0,0.5060574593284856,3.5060574593284826,-0.7077383373592862,1.5802565181125772,13.284860938263009,7.0,1.000000000000003,-0.05361735784756188,-0.2778518318822082,0.9028666054787223,0.986148505108633
F121,1567.0,-0.024387207869532777,0.87012578028366,-3.5191193511008114,-0.5191193511008112,0.0,0.48088064889918875,3.4808806488991886,-0.1755376673542401,2.491744436839027,35.67959829198154,7.0,1.0,-0.01942811310378628,-0.09414831981460131,0.8610687233263915,0.9908402089030716
F123,1567.0,0.01716924165965064,0.759764187877345,-1.853781512605041,-0.5672268907563022,0.0,0.43277310924369783,2.5310924369747894,0.7076335134704258,0.5269160531620338,44.25147032664885,4.384873949579831,1.0,0.032935087910762564,-0.20461376858435656,0.7675725514980883,0.6003085649044331
F124,1567.0,0.0013219071929980318,0.7514299088024998,-3.5,-0.5,0.0,0.5,1.9285714285714304,-0.34476930967326036,1.4498202322537388,568.4437698911703,5.428571428571431,1.0,-0.013279953129577521,0.2067307692307674,0.7501580231694985,0.742702311643168
F125,1567.0,0.09785152095299415,0.7596503167498306,-2.333333333333353,-0.39999999999999525,0.0,0.6000000000000048,2.1333333333333675,0.15848627753458566,-0.03494828153842411,7.763295954357088,4.46666666666672,1.0,0.07883344725450515,0.3653846153846236,0.7561759137904999,0.7615903855483818
F126,1567.0,0.11177472246267406,0.7703476946168298,-2.287678767876787,-0.466446644664466,0.0,0.5335533553355339,3.5335533553355343,0.9524153649689779,1.3328997467631103,6.891966963882974,5.821232123212321,1.0,0.1289130792778528,-0.12931581619700408,0.7773943066838571,0.6176808602466434
F127,1567.0,0.04385962127249351,0.8078243971580799,-1.3101160862354897,-0.5422885572139298,0.0,0.45771144278607095,3.457711442786071,1.409701687903591,3.7177061345049722,18.418407950236617,4.767827529021561,1.0000000000000007,0.031769836168893915,0.2139303482587069,0.8039573722724738,0.8462295750322515
F129,1567.0,0.022308859727682356,0.8338861290406959,-3.5042016806722676,-0.5042016806722684,0.0,0.4957983193277325,2.9411764705882364,0.39131517385327047,1.8752371844722013,37.37914618596906,6.445378151260504,1.0000000000000009,0.01527596684606916,0.12124272786037557,0.8378506710228569,0.7729536865534635
F130,1567.0,-0.4322747864861807,1.287109282464778,-3.8000211394144383,-0.8000211394144382,0.0,0.19997886058556177,2.748018179896417,-0.9777366861594643,0.6054496242309297,2.977525691295317,6.548039319310855,1.0,-0.4674563194025363,0.06263466213524346,1.3039355934373795,0.8882603452680301
F134,1567.0,0.000701091812988125,0.7532954592219097,-2.7205026226295135,-0.4673352931004624,0.0,0.5326647068995376,1.9533575422214458,-0.27672563748318635,0.16628392791386393,1074.4604974587094,4.673860164850959,1.0,-0.0127751665016003,0.19027576406532326,0.75727592643899,0.6698879219701221
F135,1567.0,0.1347162277597296,0.8095066944008282,-1.6115493203713924,-0.44640102453648495,0.0,0.5535989754635151,3.553598975463515,0.6835324347945425,0.4820815478729332,6.008976853468599,5.165148295834907,1.0,0.14123718565929827,0.04298390653791306,0.8124639404913518,0.7645125427175049
F136,1567.0,0.13635097117484743,0.9294363078046076,-1.4366197183098592,-0.4788732394366197,0.0,0.5211267605633803,3.5211267605633805,1.5519249547084255,3.544444733011283,6.8164993603598445,4.95774647887324,1.0,0.14900888585099112,-0.04171180931744308,0.9366807762497665,0.8037769408462853
F137,1567.0,0.038940868440726945,0.5930450913150234,-1.0830126443100605,-0.49037932930181416,0.0,0.5096206706981861,1.7724024189114902,0.3300220688815799,-0.8239201936529987,15.22937507679074,2.8554150632215505,1.0000000000000002,0.037117883418627096,0.06458535966507385,0.5934255830233744,0.589913543742933
F138,1567.0,0.06682077334761881,0.6501843449773929,-1.2196639701306784,-0.4474175482265091,0.0,0.5525824517734909,2.706907280647169,0.3873690040417669,-0.3991736252585891,9.730272674116426,3.9265712507778474,1.0,0.06179220183739881,0.13755923603465606,0.6541897756372458,0.5892993037695937
F139,1567.0,0.1255037884814772,0.9956756382894361,-3.0292760281337743,-0.4225881900075732,0.0,0.5774118099924271,3.577411809992427,0.46171760568399806,2.090958085794833,7.933430937253754,6.606687838126201,1.0000000000000004,0.11295596182952967,0.3020179268641619,0.9903215320122273,1.0574634190323733
F140,1567.0,0.28014534207513725,0.9504154562707428,-1.3102046404552845,-0.37255285035606606,0.0,0.6274471496439339,3.627447149643934,1.6916451943863333,3.0249161457687324,3.392579898802819,4.937651790099219,1.0,0.28243375179379215,0.24795357843675128,0.9502283070105711,0.9570723653887486
F141,1567.0,0.26645775856248977,0.8122998602959522,-0.6645098673568425,-0.3413134907796829,0.0,0.658686509220317,3.6586865092203165,1.8630737788732314,4.472627982174281,3.0485126973790218,4.323196376577159,1.0,0.2699575620619738,0.21722494587263266,0.82072794009147,0.6842932744807033
F149,1567.0,0.027256573933993295,0.7614487799152894,-2.0079744077147756,-0.48163258998253666,0.0,0.5183674100174633,3.518367410017463,0.2280082134019762,0.26578956055794656,27.936334982207907,5.526341817732239,1.0,0.026905814390776966,0.03219081635443078,0.7539478354191114,0.8641475163470492
F151,1567.0,0.22580369167711808,0.8479832710226457,-1.213459516298633,-0.39103575184016826,0.0,0.6089642481598316,3.6089642481598316,1.2610204698585277,1.663892324666974,3.7554003865952783,4.822423764458465,0.9999999999999999,0.2285132820580271,0.18768705006875347,0.8486563972797886,0.8415908636482851
F152,1567.0,0.0980284294577168,0.7976117290960929,-1.4309616763604496,-0.4641064457015377,0.0,0.5358935542984624,3.535893554298462,1.2678748850596058,3.197906067297045,8.136534814443754,4.966855230658911,1.0,0.09996311426686025,0.07081262295986224,0.8042108793072186,0.7010834851098549
F160,1567.0,0.311358710337651,1.053961935961521,-1.1225225225225226,-0.38198198198198197,0.0,0.618018018018018,3.618018018018018,1.7259453919022603,2.6561086988036715,3.385040793672269,4.7405405405405405,1.0,0.294261452156189,0.5518711018711018,1.0327612387411482,1.298849807040273
F161,1567.0,0.17778479314929602,0.9462531252795576,-1.3262518968133536,-0.4309559939301973,0.0,0.5690440060698028,3.5690440060698028,1.8195419577763299,4.355422548362731,5.322463797449833,4.895295902883157,1.0,0.15543341731345883,0.4922084743784288,0.9213025804978245,1.2077124419233098
F162,1567.0,0.366953741087127,1.0407410750604107,-0.7034501275338971,-0.3483689085783327,0.0,0.6516310914216673,3.651631091421667,1.6171702495370046,2.0247236854302564,2.8361642314213884,4.355081218955564,1.0,0.37012872311852746,0.32229029193386816,1.049786405830831,0.9072461782283778
F163,1567.0,0.4924964558268322,1.0517226446713792,-0.2985524223914317,-0.22349594176219562,0.0,0.7765040582378043,3.7765040582378044,1.6076640568241511,1.6052994413251422,2.1354928187321662,4.075056480629236,1.0,0.4938858049498427,0.47295205422140413,1.0588044893271003,0.9509438852475466
F166,1567.0,0.16145500957243145,0.8756157742022956,-1.4959349593495934,-0.42276422764227634,0.0,0.5772357723577236,3.5772357723577235,1.4754585286564976,3.4170365412558086,5.423280308958492,5.073170731707317,1.0,0.15375467493567627,0.2697779862414009,0.8574204957801723,1.0995647795771286
F168,1567.0,0.03446075303127003,0.7333242420789273,-1.5,-0.4999999999999999,0.0,0.5000000000000001,3.4999999999999996,0.9095484073111834,1.3706881452120108,21.279983098228342,5.0,1.0,0.03223969013442707,0.06570512820512828,0.7301647882443656,0.7794620545703159
F178,1567.0,0.44627214914578367,1.31225952272169,-1.2537313432835822,-0.38308457711442784,0.0,0.6169154228855722,3.616915422885573,1.524000937727242,1.0817226193479632,2.940491637738464,4.8706467661691555,1.0,0.4469348404933638,0.43694986605434377,1.3104707310771628,1.3435929384337824
F181,1567.0,0.07577612684460219,0.7883053870122104,-2.2575941676792235,-0.44714459295261255,0.0,0.5528554070473874,3.5528554070473874,0.3963808320393656,0.5171242549439254,10.403083660087612,5.810449574726611,1.0,0.09244308163538162,-0.15868305449107434,0.7933404720328706,0.6745144320601335
F183,1567.0,0.10316365584333888,0.6900650756912626,-1.247100802854594,-0.4335414808206957,0.0,0.5664585191793041,3.5664585191793043,0.7677996569893805,1.1398371362476025,6.689032780424968,4.813559322033898,0.9999999999999998,0.10881676659412702,0.023639607493309515,0.6989342161947311,0.5469116135142084
F184,1567.0,-0.05213752135172628,0.646341254292284,-2.1103185924869226,-0.5736566809320018,0.0,0.426343319067998,3.426343319067998,0.10517286544913926,0.39566371236150877,12.396854271601976,5.536661911554921,0.9999999999999998,-0.06180567486671554,0.08386736896009353,0.6494059898898005,0.5877427179162743
F185,1567.0,0.1287745431858706,0.8367771422044389,-1.536167039522744,-0.45488441461595835,0.0,0.5451155853840415,3.5451155853840417,1.1221861165221312,2.0889951918233534,6.498001246955725,5.081282624906786,0.9999999999999998,0.12590964904634966,0.1690758905524004,0.8349866404378141,0.8647108326099199
F186,1567.0,0.14097448288570016,0.8360043406369231,-1.566068515497553,-0.4404567699836869,0.0,0.5595432300163131,3.5595432300163123,1.0707510224420103,1.7524136741885359,5.930181998318176,5.125611745513865,1.0,0.1421089428301585,0.12501568578240677,0.8374129669831494,0.819728309480814
F188,1567.0,-0.01773689632127182,0.6996012381236784,-1.8330708661417325,-0.5275590551181102,0.0,0.4724409448818898,3.4724409448818894,0.1949801553870268,0.5652638577550464,39.44327267929085,5.305511811023622,1.0,-0.021912702299772244,0.041005451241671806,0.7025754624748622,0.656708988019532
F189,1567.0,0.09158215915227791,0.6565796311894345,-1.0192147287644642,-0.47019214728764475,0.0,0.5298078527123553,3.529807852712355,0.6782211300700794,0.07607405103268094,7.169296260973054,4.5490225814768195,1.0,0.08335782744666233,0.2072763638187742,0.655612183819428,0.662439085703025
F197,1567.0,0.22897044357554103,0.859700191471349,-1.1116022099447513,-0.3856353591160221,0.0,0.6143646408839779,3.6143646408839776,1.4413202700523846,2.4404062144131062,3.7546339083889904,4.725966850828729,1.0,0.22251862705482936,0.3197301317467062,0.850136709105592,0.9846088190191004
F198,1567.0,0.044009603381521954,0.8508669982852533,-2.3441108545034632,-0.517321016166282,0.0,0.482678983833718,3.482678983833717,0.7119915371225198,1.635412602597838,19.333666583852196,5.826789838337181,1.0,0.031885824155180896,0.21455853615206932,0.8465117551971104,0.8969263158630831
F200,1567.0,0.378136364096798,1.2076597864424208,-1.2275132275132277,-0.38730158730158737,0.0,0.6126984126984127,3.612698412698413,1.591307574449853,1.6789549366365515,3.193715022155557,4.840211640211641,1.0,0.37223795419284145,0.46111111111111114,1.2025224737962181,1.2809786306370876
F201,1567.0,0.009267454850963587,0.7724237332554672,-2.340283569641367,-0.5129274395329437,0.0,0.4870725604670561,3.4870725604670563,0.3434460056567034,1.0530329882240155,83.34798988438622,5.827356130108424,0.9999999999999998,-0.004259074405248595,0.1995493039071023,0.7689979211874423,0.7988914417692026
F202,1567.0,0.21408092180553526,0.8365728491322784,-1.5106145251396645,-0.38994413407821227,0.0,0.6100558659217877,3.6100558659217876,1.3499058070850685,2.1613448280333722,3.9077412507046683,5.120670391061452,1.0,0.20830007980845974,0.2954018048990116,0.8291009484621887,0.9360309892355332
